No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,arah
27451,2016,4,17,18,3.0,42.0,2.0,2.0,200.0,97.0,17.3,1000.1,-11.4,0.0,WNW,3.3,WNW
27452,2016,4,17,19,7.0,44.0,2.0,3.0,200.0,90.0,16.4,1000.6,-9.5,0.0,W,3.4,W
27453,2016,4,17,20,5.0,26.0,2.0,7.0,200.0,87.0,15.9,1001.3,-7.1,0.0,WNW,3.0,WNW
27454,2016,4,17,21,9.0,59.0,2.0,4.0,200.0,94.0,13.8,1002.7,-2.2,0.0,WNW,6.3,WNW
27455,2016,4,17,22,10.0,57.0,2.0,3.0,200.0,95.0,12.1,1003.3,-0.1,0.0,NW,2.2,NW
27456,2016,4,17,23,7.0,9.0,2.0,2.0,200.0,98.0,11.8,1003.1,-0.4,0.0,WNW,4.6,WNW
27457,2016,4,18,0,7.0,16.0,2.0,5.0,200.0,88.0,11.4,1003.2,-0.8,0.0,WNW,2.0,WNW
27458,2016,4,18,1,9.0,16.0,2.0,7.0,200.0,76.0,11.0,1003.3,-0.5,0.0,NW,2.8,NW
27459,2016,4,18,2,9.0,16.0,2.0,9.0,300.0,73.0,10.7,1003.2,-0.8,0.0,WNW,3.7,WNW
27460,2016,4,18,3,13.0,23.0,2.0,12.0,300.0,69.0,9.6,1003.2,-0.9,0.0,N,1.6,N
27461,2016,4,18,4,11.0,20.0,2.0,11.0,300.0,69.0,9.0,1003.3,-2.0,0.0,NW,3.1,NW
27462,2016,4,18,5,11.0,24.0,2.0,13.0,200.0,57.0,8.8,1003.4,-2.5,0.0,NNW,1.2,NNW
27463,2016,4,18,6,11.0,25.0,2.0,17.0,300.0,48.0,8.4,1003.1,-2.6,0.0,NNE,1.3,NNE
27464,2016,4,18,7,21.0,57.0,3.0,43.0,400.0,21.0,11.1,1003.4,-4.6,0.0,SW,1.7,SW
27465,2016,4,18,8,10.0,37.0,3.0,15.0,300.0,65.0,12.9,1004.0,-7.2,0.0,WNW,1.7,WNW
27466,2016,4,18,9,10.0,53.0,3.0,7.0,300.0,80.0,14.3,1004.6,-7.2,0.0,SW,2.3,SW
27467,2016,4,18,10,14.0,41.0,2.0,5.0,200.0,88.0,14.8,1004.9,-7.4,0.0,NW,4.0,NW
27468,2016,4,18,11,10.0,50.0,2.0,3.0,200.0,95.0,15.4,1004.8,-7.5,0.0,NW,3.2,NW
27469,2016,4,18,12,7.0,29.0,2.0,2.0,200.0,101.0,17.5,1004.4,-7.1,0.0,WNW,4.0,WNW
27470,2016,4,18,13,8.0,24.0,2.0,2.0,200.0,102.0,18.8,1003.9,-7.6,0.0,NW,4.1,NW
27471,2016,4,18,14,3.0,10.0,2.0,2.0,200.0,105.0,19.2,1003.4,-9.0,0.0,NNW,2.3,NNW
27472,2016,4,18,15,4.0,8.0,2.0,2.0,200.0,108.0,20.1,1003.0,-9.2,0.0,WSW,2.2,WSW
27473,2016,4,18,16,8.0,13.0,2.0,2.0,200.0,111.0,20.2,1002.6,-11.3,0.0,WSW,3.2,WSW
27474,2016,4,18,17,5.0,13.0,2.0,2.0,200.0,116.0,20.1,1002.6,-10.2,0.0,NW,2.4,NW
27475,2016,4,18,18,8.0,21.0,2.0,5.0,200.0,113.0,18.9,1002.9,-11.2,0.0,WNW,1.3,WNW
27476,2016,4,18,19,21.0,53.0,2.0,7.0,200.0,88.0,17.1,1003.3,-9.8,0.0,SSW,1.3,SSW
27477,2016,4,18,20,19.0,46.0,2.0,11.0,200.0,75.0,17.1,1004.5,-8.2,0.0,S,2.1,S
27478,2016,4,18,21,15.0,42.0,2.0,11.0,200.0,66.0,15.5,1005.6,-5.6,0.0,WSW,1.3,WSW
27479,2016,4,18,22,17.0,35.0,2.0,13.0,200.0,60.0,13.4,1006.1,-5.7,0.0,SE,1.0,SE
27480,2016,4,18,23,24.0,40.0,2.0,14.0,200.0,58.0,12.9,1006.3,-4.3,0.0,ENE,1.5,ENE
27481,2016,4,19,0,18.0,39.0,2.0,15.0,300.0,58.0,11.5,1006.7,-4.7,0.0,E,1.0,E
27482,2016,4,19,1,13.0,39.0,2.0,16.0,300.0,54.0,9.9,1006.8,-4.1,0.0,N,0.8,N
27483,2016,4,19,2,24.0,53.0,2.0,20.0,300.0,44.0,9.3,1006.9,-3.6,0.0,N,1.2,N
27484,2016,4,19,3,22.0,58.0,2.0,17.0,300.0,45.0,10.5,1007.0,-3.2,0.0,ENE,1.0,ENE
27485,2016,4,19,4,21.0,47.0,2.0,17.0,300.0,45.0,10.7,1007.4,-2.7,0.0,E,3.7,E
27486,2016,4,19,5,26.0,50.0,2.0,24.0,300.0,40.0,10.5,1007.7,-0.9,0.0,E,2.8,E
27487,2016,4,19,6,34.0,67.0,3.0,41.0,400.0,33.0,9.9,1008.4,-0.3,0.0,E,1.5,E
27488,2016,4,19,7,44.0,93.0,3.0,50.0,700.0,20.0,10.2,1009.0,-0.1,0.0,ESE,1.4,ESE
27489,2016,4,19,8,53.0,115.0,3.0,56.0,700.0,7.0,11.0,1009.5,1.5,0.0,SE,2.1,SE
27490,2016,4,19,9,55.0,104.0,8.0,62.0,1000.0,17.0,11.4,1009.7,2.1,0.0,ESE,1.8,ESE
27491,2016,4,19,10,67.0,102.0,14.0,55.0,1500.0,31.0,12.2,1009.5,2.1,0.0,ESE,2.5,ESE
27492,2016,4,19,11,75.0,95.0,19.0,58.0,1600.0,39.0,13.3,1009.2,3.1,0.0,ESE,2.0,ESE
27493,2016,4,19,12,80.0,115.0,23.0,68.0,1800.0,36.0,12.8,1008.3,3.2,0.0,SSE,1.3,SSE
27494,2016,4,19,13,97.0,122.0,25.0,76.0,2100.0,26.0,13.9,1007.4,2.8,0.0,ESE,2.0,ESE
27495,2016,4,19,14,90.0,102.0,31.0,62.0,1900.0,49.0,14.7,1006.6,2.9,0.0,E,2.8,E
27496,2016,4,19,15,84.0,99.0,30.0,56.0,1700.0,63.0,14.7,1005.8,3.2,0.0,ESE,2.8,ESE
27497,2016,4,19,16,82.0,105.0,27.0,56.0,1600.0,65.0,14.6,1005.4,4.3,0.0,E,2.2,E
27498,2016,4,19,17,78.0,106.0,25.0,60.0,1700.0,57.0,14.4,1005.0,3.8,0.0,ESE,1.9,ESE
27499,2016,4,19,18,79.0,104.0,25.0,61.0,1700.0,56.0,14.2,1005.0,3.6,0.0,E,1.8,E
27500,2016,4,19,19,76.0,104.0,22.0,59.0,1600.0,53.0,14.0,1005.5,3.7,0.0,ENE,1.3,ENE
27501,2016,4,19,20,69.0,92.0,21.0,51.0,1400.0,57.0,13.6,1007.2,3.9,0.0,NNE,1.6,NNE
27502,2016,4,19,21,69.0,79.0,19.0,47.0,1300.0,56.0,13.7,1006.8,4.0,0.0,SE,2.2,SE
27503,2016,4,19,22,127.0,127.0,14.0,47.0,1300.0,48.0,13.6,1007.4,4.5,0.0,ESE,1.7,ESE
27504,2016,4,19,23,85.0,85.0,13.0,43.0,1200.0,46.0,13.0,1007.2,4.4,0.0,N,1.4,N
27505,2016,4,20,0,76.0,76.0,15.0,35.0,1200.0,57.0,12.5,1007.6,4.5,0.0,N,1.1,N
27506,2016,4,20,1,76.0,76.0,15.0,35.0,1200.0,57.0,11.1,1007.0,4.5,0.0,NW,1.0,NW
27507,2016,4,20,2,76.0,80.0,6.0,40.0,1000.0,35.0,10.5,1006.7,3.7,0.0,N,1.1,N
27508,2016,4,20,3,74.0,74.0,7.0,30.0,800.0,59.0,10.1,1006.3,3.1,0.0,NW,1.6,NW
27509,2016,4,20,4,65.0,65.0,8.0,25.0,800.0,68.0,11.3,1005.9,2.3,0.0,NNE,2.0,NNE
27510,2016,4,20,5,74.0,74.0,6.0,23.0,900.0,60.0,11.2,1006.0,3.0,0.0,N,1.6,N
27511,2016,4,20,6,78.0,78.0,5.0,24.0,1000.0,51.0,10.1,1006.1,2.9,0.0,WNW,0.9,WNW
27512,2016,4,20,7,97.0,97.0,6.0,29.0,1000.0,42.0,10.4,1006.2,4.3,0.0,NW,1.0,NW
27513,2016,4,20,8,107.0,107.0,12.0,39.0,1200.0,38.0,12.6,1006.4,5.0,0.0,WSW,1.1,WSW
27514,2016,4,20,9,104.0,104.0,24.0,39.0,1400.0,54.0,16.2,1006.2,5.2,0.0,S,1.3,S
27515,2016,4,20,10,116.0,116.0,22.0,34.0,1200.0,76.0,19.2,1005.8,4.9,0.0,WSW,1.1,WSW
27516,2016,4,20,11,76.0,77.0,16.0,29.0,1000.0,94.0,22.3,1004.8,3.4,0.0,WNW,1.8,WNW
27517,2016,4,20,12,57.0,57.0,9.0,22.0,700.0,104.0,24.8,1003.5,1.0,0.0,SW,1.9,SW
27518,2016,4,20,13,35.0,39.0,4.0,15.0,500.0,114.0,25.9,1002.4,1.2,0.0,ESE,2.0,ESE
27519,2016,4,20,14,24.0,26.0,2.0,11.0,400.0,120.0,27.0,1001.0,-0.1,0.0,SSE,1.8,SSE
27520,2016,4,20,15,26.0,52.0,2.0,13.0,300.0,123.0,27.6,999.7,-1.4,0.0,WNW,1.6,WNW
27521,2016,4,20,16,25.0,25.0,2.0,13.0,400.0,126.0,28.1,998.6,-1.9,0.0,WNW,2.6,WNW
27522,2016,4,20,17,20.0,39.0,3.0,13.0,400.0,128.0,27.4,998.2,-0.7,0.0,S,2.7,S
27523,2016,4,20,18,31.0,89.0,3.0,23.0,400.0,136.0,25.2,998.1,2.0,0.0,S,2.6,S
27524,2016,4,20,19,61.0,126.0,4.0,35.0,600.0,148.0,23.2,998.2,2.1,0.0,ESE,2.0,ESE
27525,2016,4,20,20,68.0,124.0,4.0,35.0,600.0,126.0,21.7,998.6,4.3,0.0,ESE,1.8,ESE
27526,2016,4,20,21,62.0,112.0,4.0,29.0,600.0,111.0,19.3,999.2,4.2,0.0,NNE,1.5,NNE
27527,2016,4,20,22,62.0,88.0,4.0,24.0,600.0,120.0,18.4,999.2,3.4,0.0,NE,1.2,NE
27528,2016,4,20,23,65.0,83.0,3.0,28.0,700.0,102.0,16.1,998.8,3.8,0.0,NNW,0.9,NNW
27529,2016,4,21,0,64.0,77.0,2.0,25.0,600.0,101.0,15.1,998.6,3.9,0.0,NNW,1.5,NNW
27530,2016,4,21,1,66.0,71.0,2.0,23.0,600.0,105.0,14.4,998.0,3.5,0.0,N,1.4,N
27531,2016,4,21,2,60.0,69.0,4.0,22.0,600.0,97.0,13.0,997.7,4.2,0.0,S,0.7,S
27532,2016,4,21,3,61.0,66.0,4.0,25.0,500.0,85.0,12.0,997.0,3.5,0.0,NNW,1.2,NNW
27533,2016,4,21,4,60.0,66.0,3.0,26.0,500.0,67.0,11.3,996.4,2.8,0.0,NNW,1.1,NNW
27534,2016,4,21,5,57.0,64.0,3.0,18.0,500.0,71.0,10.5,996.3,3.3,0.0,NE,0.7,NE
27535,2016,4,21,6,60.0,63.0,3.0,20.0,500.0,64.0,9.9,995.9,2.3,0.0,NNW,1.2,NNW
27536,2016,4,21,7,80.0,80.0,4.0,27.0,500.0,46.0,11.3,995.6,3.1,0.0,NNW,1.3,NNW
27537,2016,4,21,8,108.0,115.0,6.0,45.0,500.0,35.0,15.2,995.0,4.3,0.0,S,0.9,S
27538,2016,4,21,9,113.0,113.0,10.0,65.0,600.0,32.0,17.2,994.6,6.4,0.0,S,1.0,S
27539,2016,4,21,10,117.0,121.0,10.0,62.0,800.0,56.0,19.3,993.8,6.7,0.0,SSE,1.9,SSE
27540,2016,4,21,11,163.0,177.0,15.0,65.0,1200.0,79.0,22.1,992.7,7.5,0.0,ESE,1.9,ESE
27541,2016,4,21,12,173.0,173.0,16.0,56.0,1200.0,108.0,25.8,991.8,5.9,0.0,SSE,1.8,SSE
27542,2016,4,21,13,173.0,173.0,16.0,56.0,1200.0,108.0,30.5,991.1,-4.6,0.0,W,4.5,W
27543,2016,4,21,14,72.0,121.0,5.0,9.0,300.0,117.0,31.1,990.5,-5.5,0.0,WNW,6.3,WNW
27544,2016,4,21,15,65.0,193.0,2.0,6.0,200.0,118.0,30.8,990.3,-5.7,0.0,WNW,7.0,WNW
27545,2016,4,21,16,70.0,211.0,2.0,6.0,200.0,126.0,30.1,990.5,-4.9,0.0,WNW,6.4,WNW
27546,2016,4,21,17,58.0,193.0,2.0,5.0,200.0,131.0,29.4,991.2,-4.2,0.0,NW,5.0,NW
27547,2016,4,21,18,46.0,196.0,2.0,4.0,200.0,126.0,26.5,992.6,-5.2,0.0,N,3.8,N
27548,2016,4,21,19,18.0,105.0,2.0,2.0,200.0,114.0,24.4,994.1,-9.2,0.0,N,3.6,N
27549,2016,4,21,20,33.0,139.0,2.0,2.0,200.0,112.0,23.1,995.8,-11.6,0.0,NNW,3.5,NNW
27550,2016,4,21,21,47.0,195.0,2.0,2.0,200.0,109.0,21.4,997.3,-12.8,0.0,NNW,2.9,NNW
27551,2016,4,21,22,47.0,198.0,2.0,2.0,200.0,106.0,20.3,997.9,-15.1,0.0,NNW,2.6,NNW
27552,2016,4,21,23,50.0,207.0,2.0,2.0,200.0,103.0,19.2,998.4,-14.5,0.0,N,2.6,N
27553,2016,4,22,0,58.0,219.0,2.0,2.0,200.0,100.0,17.5,998.9,-14.5,0.0,NW,2.3,NW
27554,2016,4,22,1,47.0,178.0,2.0,2.0,200.0,96.0,17.6,998.9,-13.3,0.0,NW,3.1,NW
27555,2016,4,22,2,42.0,135.0,2.0,2.0,200.0,89.0,17.4,998.7,-12.4,0.0,NW,4.3,NW
27556,2016,4,22,3,53.0,188.0,2.0,2.0,200.0,93.0,14.5,998.7,-11.1,0.0,NNW,1.5,NNW
27557,2016,4,22,4,75.0,269.0,2.0,4.0,200.0,73.0,13.9,998.4,-10.8,0.0,N,1.6,N
27558,2016,4,22,5,74.0,208.0,2.0,3.0,200.0,72.0,16.2,998.4,-13.3,0.0,WNW,4.4,WNW
27559,2016,4,22,6,52.0,163.0,2.0,7.0,200.0,69.0,16.9,999.1,-13.8,0.0,WNW,4.9,WNW
27560,2016,4,22,7,56.0,199.0,2.0,8.0,200.0,61.0,17.7,999.9,-14.4,0.0,W,3.8,W
27561,2016,4,22,8,34.0,140.0,2.0,7.0,200.0,80.0,18.4,1000.6,-13.8,0.0,W,4.9,W
27562,2016,4,22,9,48.0,191.0,2.0,2.0,200.0,102.0,18.7,1001.1,-14.9,0.0,WNW,5.7,WNW
27563,2016,4,22,10,46.0,209.0,2.0,2.0,200.0,109.0,19.8,1001.3,-14.1,0.0,WNW,4.6,WNW
27564,2016,4,22,11,36.0,181.0,3.0,2.0,200.0,109.0,20.8,1001.5,-14.7,0.0,WNW,5.5,WNW
27565,2016,4,22,12,36.0,140.0,3.0,2.0,200.0,108.0,22.0,1001.1,-13.8,0.0,W,5.4,W
27566,2016,4,22,13,28.0,94.0,3.0,2.0,200.0,111.0,23.1,1000.6,-14.7,0.0,WNW,5.2,WNW
27567,2016,4,22,14,9.0,72.0,3.0,2.0,200.0,111.0,24.2,1000.3,-13.8,0.0,W,6.3,W
27568,2016,4,22,15,14.0,82.0,2.0,2.0,200.0,112.0,24.8,999.5,-13.4,0.0,WNW,5.5,WNW
27569,2016,4,22,16,13.0,108.0,2.0,2.0,200.0,112.0,24.9,998.9,-13.3,0.0,WNW,5.8,WNW
27570,2016,4,22,17,15.0,179.0,2.0,2.0,100.0,113.0,24.7,999.0,-13.5,0.0,WNW,4.9,WNW
27571,2016,4,22,18,13.0,52.0,2.0,2.0,100.0,112.0,24.1,999.2,-13.9,0.0,WNW,3.2,WNW
27572,2016,4,22,19,4.0,38.0,2.0,2.0,100.0,106.0,21.8,999.8,-14.0,0.0,NNW,2.2,NNW
27573,2016,4,22,20,12.0,49.0,2.0,2.0,200.0,101.0,20.4,1000.7,-13.6,0.0,NNW,2.1,NNW
27574,2016,4,22,21,9.0,29.0,2.0,2.0,200.0,98.0,18.0,1001.8,-9.9,0.0,NW,1.0,NW
27575,2016,4,22,22,6.0,37.0,2.0,2.0,200.0,100.0,18.0,1002.9,-14.1,0.0,NNE,1.3,NNE
27576,2016,4,22,23,9.0,24.0,2.0,2.0,200.0,95.0,17.7,1003.0,-15.6,0.0,NNE,3.0,NNE
27577,2016,4,23,0,10.0,25.0,2.0,2.0,200.0,90.0,17.2,1003.9,-17.4,0.0,N,3.6,N
27578,2016,4,23,1,6.0,27.0,2.0,2.0,200.0,96.0,16.4,1004.2,-16.6,0.0,N,4.2,N
27579,2016,4,23,2,9.0,24.0,2.0,2.0,200.0,97.0,15.3,1004.7,-17.5,0.0,NNE,1.9,NNE
27580,2016,4,23,3,5.0,32.0,2.0,2.0,200.0,93.0,14.6,1005.0,-16.8,0.0,NNE,1.7,NNE
27581,2016,4,23,4,13.0,28.0,2.0,2.0,200.0,82.0,13.7,1005.3,-16.3,0.0,NE,2.4,NE
27582,2016,4,23,5,9.0,29.0,2.0,2.0,200.0,86.0,13.4,1005.7,-16.5,0.0,NE,3.0,NE
27583,2016,4,23,6,14.0,26.0,2.0,2.0,200.0,80.0,13.5,1006.2,-16.5,0.0,N,1.9,N
27584,2016,4,23,7,7.0,48.0,2.0,4.0,200.0,72.0,14.7,1006.7,-15.5,0.0,NE,2.5,NE
27585,2016,4,23,8,4.0,20.0,2.0,2.0,200.0,83.0,16.3,1007.1,-15.4,0.0,NNE,2.9,NNE
27586,2016,4,23,9,3.0,20.0,2.0,2.0,200.0,88.0,18.1,1007.1,-11.8,0.0,NNE,1.7,NNE
27587,2016,4,23,10,3.0,24.0,2.0,2.0,200.0,93.0,18.9,1006.8,-12.3,0.0,S,3.1,S
27588,2016,4,23,11,14.0,52.0,2.0,5.0,200.0,87.0,20.2,1006.3,-12.4,0.0,SE,1.9,SE
27589,2016,4,23,12,12.0,43.0,2.0,5.0,200.0,90.0,20.6,1005.6,-9.8,0.0,SE,2.8,SE
27590,2016,4,23,13,14.0,40.0,2.0,5.0,200.0,97.0,21.0,1004.9,-9.5,0.0,SSE,3.3,SSE
27591,2016,4,23,14,16.0,47.0,2.0,6.0,200.0,102.0,21.5,1004.3,-10.3,0.0,SE,2.7,SE
27592,2016,4,23,15,15.0,48.0,2.0,9.0,300.0,103.0,22.2,1003.7,-10.9,0.0,SSW,3.7,SSW
27593,2016,4,23,16,8.0,55.0,2.0,18.0,300.0,96.0,21.6,1003.1,-10.2,0.0,S,3.2,S
27594,2016,4,23,17,23.0,74.0,2.0,19.0,300.0,105.0,20.9,1003.0,-10.7,0.0,S,4.3,S
27595,2016,4,23,18,24.0,92.0,2.0,16.0,300.0,111.0,19.7,1003.2,-8.6,0.0,SSE,3.9,SSE
27596,2016,4,23,19,25.0,86.0,2.0,19.0,300.0,98.0,18.8,1003.4,-9.3,0.0,SSE,3.6,SSE
27597,2016,4,23,20,34.0,119.0,2.0,22.0,400.0,84.0,18.1,1003.9,-9.0,0.0,SE,2.1,SE
27598,2016,4,23,21,81.0,85.0,2.0,20.0,500.0,66.0,16.0,1004.6,-7.7,0.0,E,1.0,E
27599,2016,4,23,22,46.0,59.0,2.0,17.0,400.0,65.0,14.9,1004.9,-7.3,0.0,ENE,0.7,ENE
27600,2016,4,23,23,21.0,63.0,2.0,19.0,400.0,58.0,15.3,1005.1,-6.3,0.0,E,2.3,E
27601,2016,4,24,0,29.0,58.0,2.0,20.0,400.0,49.0,14.5,1005.1,-5.3,0.0,E,1.6,E
27602,2016,4,24,1,46.0,67.0,2.0,28.0,500.0,37.0,13.9,1005.0,-5.3,0.0,E,2.3,E
27603,2016,4,24,2,47.0,66.0,2.0,33.0,600.0,28.0,12.8,1004.9,-4.4,0.0,E,1.8,E
27604,2016,4,24,3,34.0,62.0,2.0,34.0,600.0,25.0,11.1,1004.9,-4.2,0.0,E,1.0,E
27605,2016,4,24,4,36.0,85.0,2.0,39.0,600.0,18.0,9.0,1004.6,-3.2,0.0,NW,1.0,NW
27606,2016,4,24,5,40.0,81.0,2.0,45.0,600.0,8.0,7.4,1004.6,-3.2,0.0,NNW,1.9,NNW
27607,2016,4,24,6,42.0,81.0,2.0,42.0,700.0,6.0,7.1,1004.5,-2.9,0.0,NNW,1.6,NNW
27608,2016,4,24,7,49.0,109.0,2.0,37.0,700.0,13.0,8.9,1004.7,-3.0,0.0,NNW,1.6,NNW
27609,2016,4,24,8,53.0,99.0,2.0,36.0,800.0,23.0,12.6,1004.4,-1.7,0.0,WNW,0.9,WNW
27610,2016,4,24,9,57.0,95.0,9.0,43.0,700.0,37.0,14.4,1003.9,-1.3,0.0,ENE,1.5,ENE
27611,2016,4,24,10,62.0,99.0,12.0,42.0,700.0,46.0,16.0,1003.3,-1.1,0.0,SSE,1.8,SSE
27612,2016,4,24,11,75.0,113.0,14.0,44.0,700.0,61.0,17.6,1002.8,-0.7,0.0,SSE,2.2,SSE
27613,2016,4,24,12,93.0,143.0,17.0,56.0,800.0,72.0,19.2,1001.9,-0.3,0.0,S,2.5,S
27614,2016,4,24,13,102.0,149.0,13.0,66.0,900.0,77.0,20.9,1000.5,0.1,0.0,ESE,2.4,ESE
27615,2016,4,24,14,121.0,165.0,12.0,75.0,900.0,76.0,22.9,999.4,0.7,0.0,SSE,2.2,SSE
27616,2016,4,24,15,118.0,173.0,13.0,51.0,800.0,121.0,24.1,998.4,0.4,0.0,SSE,2.3,SSE
27617,2016,4,24,16,127.0,200.0,16.0,40.0,700.0,154.0,24.1,997.7,1.7,0.0,SE,2.5,SE
27618,2016,4,24,17,139.0,229.0,19.0,42.0,800.0,155.0,24.0,997.6,5.3,0.0,SE,2.1,SE
27619,2016,4,24,18,152.0,267.0,24.0,47.0,1000.0,161.0,23.6,997.1,7.2,0.0,ESE,2.3,ESE
27620,2016,4,24,19,159.0,266.0,25.0,48.0,1100.0,172.0,22.7,997.8,8.4,0.0,SSE,1.3,SSE
27621,2016,4,24,20,140.0,224.0,15.0,41.0,1100.0,148.0,21.2,998.2,8.8,0.0,NE,1.1,NE
27622,2016,4,24,21,180.0,196.0,12.0,40.0,1200.0,136.0,19.3,998.9,8.6,0.0,N,0.7,N
27623,2016,4,24,22,179.0,188.0,12.0,38.0,1300.0,132.0,18.8,999.0,9.0,0.0,NE,1.2,NE
27624,2016,4,24,23,144.0,179.0,9.0,37.0,1200.0,118.0,17.7,998.9,8.8,0.0,N,0.8,N
27625,2016,4,25,0,127.0,171.0,9.0,36.0,1200.0,118.0,17.9,999.1,10.0,0.0,NE,0.9,NE
27626,2016,4,25,1,123.0,166.0,6.0,35.0,1200.0,108.0,17.1,999.4,10.0,0.0,ENE,0.6,ENE
27627,2016,4,25,2,120.0,159.0,9.0,35.0,1100.0,96.0,17.3,999.7,9.7,0.0,NNE,1.1,NNE
27628,2016,4,25,3,113.0,169.0,6.0,40.0,1000.0,80.0,16.1,1000.2,9.7,0.0,NNE,0.5,NNE
27629,2016,4,25,4,112.0,160.0,5.0,43.0,900.0,60.0,16.2,1000.7,10.1,0.0,NE,0.9,NE
27630,2016,4,25,5,95.0,150.0,4.0,39.0,800.0,48.0,16.5,1001.2,9.9,0.0,NE,1.6,NE
27631,2016,4,25,6,84.0,139.0,3.0,39.0,700.0,41.0,15.9,1001.9,10.0,0.0,ENE,1.0,ENE
27632,2016,4,25,7,78.0,136.0,4.0,44.0,700.0,30.0,17.0,1002.5,10.1,0.0,E,0.5,E
27633,2016,4,25,8,82.0,151.0,7.0,45.0,600.0,50.0,18.2,1003.4,11.0,0.0,E,2.3,E
27634,2016,4,25,9,91.0,139.0,10.0,38.0,600.0,74.0,19.3,1003.5,11.3,0.0,S,2.1,S
27635,2016,4,25,10,94.0,131.0,11.0,37.0,600.0,88.0,20.4,1003.7,11.3,0.0,SE,2.4,SE
27636,2016,4,25,11,97.0,130.0,12.0,39.0,700.0,97.0,21.6,1004.0,11.9,0.0,ESE,2.8,ESE
27637,2016,4,25,12,112.0,153.0,14.0,40.0,700.0,122.0,22.6,1003.6,11.9,0.0,ESE,2.8,ESE
27638,2016,4,25,13,130.0,164.0,16.0,46.0,800.0,141.0,24.1,1002.9,12.4,0.0,E,2.9,E
27639,2016,4,25,14,160.0,189.0,22.0,49.0,1000.0,171.0,25.9,1002.3,12.0,0.0,SSE,3.3,SSE
27640,2016,4,25,15,159.0,178.0,27.0,39.0,1100.0,213.0,26.7,1001.7,9.5,0.0,SSE,4.8,SSE
27641,2016,4,25,16,107.0,142.0,12.0,24.0,600.0,199.0,27.0,1001.5,8.4,0.0,SSE,5.7,SSE
27642,2016,4,25,17,111.0,176.0,8.0,18.0,500.0,192.0,27.0,1001.5,7.9,0.0,SSE,5.1,SSE
27643,2016,4,25,18,89.0,148.0,5.0,15.0,400.0,175.0,26.1,1001.8,8.1,0.0,S,4.1,S
27644,2016,4,25,19,80.0,116.0,5.0,16.0,400.0,171.0,25.1,1002.4,5.8,0.0,SSE,3.6,SSE
27645,2016,4,25,20,171.0,171.0,5.0,20.0,400.0,165.0,24.4,1003.6,6.6,0.0,SSE,3.2,SSE
27646,2016,4,25,21,121.0,229.0,8.0,27.0,600.0,149.0,20.6,1005.3,9.8,0.0,ESE,4.6,ESE
27647,2016,4,25,22,130.0,233.0,13.0,29.0,900.0,154.0,18.7,1006.4,9.5,0.0,ESE,5.6,ESE
27648,2016,4,25,23,114.0,184.0,15.0,27.0,900.0,143.0,17.6,1006.8,6.5,0.0,ESE,5.9,ESE
27649,2016,4,26,0,110.0,178.0,16.0,26.0,1000.0,127.0,16.8,1007.7,5.7,0.0,ESE,3.0,ESE
27650,2016,4,26,1,102.0,158.0,19.0,28.0,1200.0,114.0,15.9,1008.0,4.9,0.0,ESE,2.5,ESE
27651,2016,4,26,2,91.0,135.0,28.0,29.0,1600.0,112.0,15.6,1008.1,4.3,0.0,E,2.8,E
27652,2016,4,26,3,89.0,137.0,21.0,27.0,1600.0,89.0,15.0,1008.1,4.1,0.0,ENE,1.2,ENE
27653,2016,4,26,4,93.0,151.0,14.0,33.0,1500.0,64.0,13.9,1008.1,5.0,0.0,NNE,1.2,NNE
27654,2016,4,26,5,78.0,126.0,12.0,26.0,1600.0,69.0,13.5,1008.2,4.9,0.0,NNE,0.9,NNE
27655,2016,4,26,6,86.0,130.0,10.0,27.0,1500.0,59.0,13.3,1008.2,5.4,0.0,NNW,1.4,NNW
27656,2016,4,26,7,90.0,140.0,9.0,30.0,1500.0,50.0,13.7,1008.3,5.3,0.0,NW,0.6,NW
27657,2016,4,26,8,106.0,150.0,14.0,41.0,1600.0,48.0,15.1,1008.6,5.6,0.0,NNW,1.1,NNW
27658,2016,4,26,9,111.0,153.0,29.0,54.0,1700.0,57.0,16.8,1009.0,3.5,0.0,NNW,1.2,NNW
27659,2016,4,26,10,110.0,127.0,31.0,36.0,1500.0,97.0,18.6,1009.0,3.6,0.0,ESE,1.8,ESE
27660,2016,4,26,11,85.0,126.0,28.0,34.0,1400.0,105.0,18.9,1008.7,3.1,0.0,SSE,2.6,SSE
27661,2016,4,26,12,84.0,129.0,27.0,35.0,1300.0,110.0,20.2,1007.8,3.4,0.0,ESE,2.0,ESE
27662,2016,4,26,13,88.0,147.0,28.0,36.0,1400.0,118.0,20.6,1006.9,3.8,0.0,E,2.1,E
27663,2016,4,26,14,88.0,160.0,24.0,37.0,1400.0,128.0,21.3,1005.8,4.4,0.0,ESE,2.8,ESE
27664,2016,4,26,15,88.0,159.0,23.0,41.0,1300.0,139.0,22.4,1004.8,4.0,0.0,SE,2.0,SE
27665,2016,4,26,16,90.0,174.0,35.0,44.0,1600.0,143.0,22.1,1004.4,5.1,0.0,ESE,2.4,ESE
27666,2016,4,26,17,113.0,154.0,28.0,36.0,1200.0,163.0,22.0,1004.4,5.4,0.0,ESE,2.3,ESE
27667,2016,4,26,18,95.0,132.0,17.0,31.0,800.0,168.0,21.5,1004.4,5.0,0.0,ESE,2.4,ESE
