No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
6194,2013,11,14,1,116.0,100.0,25.0,97.0,1200.0,2.142,2.9,1010.0,-2.4,0.0,N,1.1
6195,2013,11,14,2,109.0,93.0,26.0,87.0,1200.0,2.142,3.9,1010.4,-5.1,0.0,NW,2.4
6196,2013,11,14,3,67.0,67.0,22.0,60.0,900.0,7.7112,7.4,1010.0,-8.7,0.0,W,2.0
6197,2013,11,14,4,34.0,41.0,12.0,60.0,500.0,21.8484,7.2,1010.1,-9.3,0.0,WNW,2.9
6198,2013,11,14,5,13.0,30.0,6.0,11.0,200.0,47.7666,6.9,1010.2,-8.3,0.0,NNE,1.3
6199,2013,11,14,6,11.0,32.0,5.0,13.0,300.0,41.5548,3.3,1010.8,-7.2,0.0,N,1.2
6200,2013,11,14,7,10.0,28.0,8.0,14.0,300.0,42.6258,5.2,1011.4,-7.7,0.0,WNW,2.0
6201,2013,11,14,8,13.0,37.0,8.0,20.0,300.0,41.9832,9.6,1011.5,-9.0,0.0,NW,3.4
6202,2013,11,14,9,35.0,71.0,13.0,36.0,700.0,30.4164,11.1,1011.1,-9.3,0.0,WNW,3.9
6203,2013,11,14,10,20.0,38.0,10.0,12.0,300.0,54.1926,11.9,1010.6,-9.2,0.0,NW,4.8
6204,2013,11,14,11,13.0,37.0,11.0,9.0,300.0,59.976,12.8,1009.7,-9.6,0.0,WNW,3.3
6205,2013,11,14,12,18.0,54.0,8.0,7.0,200.0,63.4032,13.3,1009.0,-9.9,0.0,WNW,4.3
6206,2013,11,14,13,25.0,58.0,7.0,7.0,200.0,65.9736,13.9,1008.4,-10.1,0.0,WNW,3.9
6207,2013,11,14,14,23.0,71.0,7.0,7.0,300.0,68.1156,14.1,1008.1,-11.4,0.0,WNW,5.1
6208,2013,11,14,15,22.0,71.0,7.0,8.0,300.0,68.9724,13.8,1008.2,-11.6,0.0,WNW,4.0
6209,2013,11,14,16,23.0,77.0,12.0,12.0,300.0,66.6162,12.7,1008.4,-11.1,0.0,WNW,2.3
6210,2013,11,14,17,27.0,79.0,16.0,16.0,300.0,62.3322,10.8,1008.6,-10.1,0.0,NW,1.0
6211,2013,11,14,18,32.0,81.0,12.0,19.0,300.0,59.7618,8.8,1009.0,-8.7,0.0,NW,0.0
6212,2013,11,14,19,30.0,90.0,13.0,37.0,500.0,34.0578,6.9,1009.4,-8.7,0.0,NNE,0.7
6213,2013,11,14,20,41.0,104.0,13.0,43.0,700.0,21.2058,5.6,1009.9,-8.7,0.0,N,0.6
6214,2013,11,14,21,29.0,69.0,13.0,28.0,500.0,31.4874,5.0,1010.2,-8.5,0.0,W,0.9
6215,2013,11,14,22,30.0,70.0,12.0,28.0,500.0,28.2744,5.8,1010.4,-8.5,0.0,NNW,1.9
6216,2013,11,14,23,31.0,70.0,12.0,32.0,500.0,22.7052,4.6,1010.3,-8.5,0.0,NNW,1.8
6217,2013,11,15,0,25.0,59.0,10.0,28.0,400.0,25.9182,4.0,1010.1,-8.7,0.0,NNW,1.6
6218,2013,11,15,1,27.0,65.0,11.0,28.0,400.0,24.4188,3.1,1010.4,-8.0,0.0,NNW,2.1
6219,2013,11,15,2,28.0,63.0,12.0,29.0,500.0,24.4188,7.7,1010.3,-10.6,0.0,WNW,1.3
6220,2013,11,15,3,29.0,66.0,13.0,33.0,500.0,21.2058,4.9,1010.1,-8.6,0.0,NW,1.0
6221,2013,11,15,4,26.0,68.0,13.0,29.0,400.0,23.9904,7.1,1009.9,-9.8,0.0,NW,0.9
6222,2013,11,15,5,25.0,69.0,14.0,26.0,400.0,23.9904,4.1,1009.5,-8.3,0.0,SSW,0.7
6223,2013,11,15,6,30.0,84.0,19.0,29.0,500.0,25.4898,3.3,1009.7,-7.0,0.0,SSW,1.2
6224,2013,11,15,7,34.0,114.0,21.0,48.0,500.0,17.3502,3.8,1010.3,-5.4,0.0,SW,0.1
6225,2013,11,15,8,46.0,160.0,24.0,38.0,500.0,29.7738,7.0,1010.3,-6.0,0.0,SSW,0.8
6226,2013,11,15,9,107.0,214.0,27.0,56.0,1100.0,21.8484,10.0,1009.9,-6.0,0.0,SSW,0.9
6227,2013,11,15,10,65.0,179.0,26.0,22.0,400.0,47.7666,14.7,1009.0,-10.9,0.0,NW,4.1
6228,2013,11,15,11,57.0,194.0,25.0,15.0,400.0,58.4766,15.6,1007.5,-11.0,0.0,NNW,3.6
6229,2013,11,15,12,59.0,186.0,21.0,14.0,400.0,61.4754,16.0,1006.4,-11.5,0.0,NW,5.4
6230,2013,11,15,13,50.0,162.0,20.0,13.0,300.0,65.7594,16.6,1005.2,-11.1,0.0,NW,4.1
6231,2013,11,15,14,53.0,147.0,15.0,11.0,300.0,71.3286,16.4,1005.4,-9.5,0.0,W,3.9
6232,2013,11,15,15,59.0,170.0,23.0,19.0,400.0,64.6884,14.7,1005.6,-7.4,0.0,S,2.4
6233,2013,11,15,16,63.0,173.0,26.0,25.0,400.0,59.3334,13.2,1005.7,-7.5,0.0,S,1.4
6234,2013,11,15,17,88.0,193.0,28.0,109.0,1100.0,9.8532,10.2,1006.2,-6.2,0.0,NE,0.6
6235,2013,11,15,18,120.0,192.0,28.0,120.0,1200.0,2.142,8.1,1006.3,-6.8,0.0,NNE,0.5
6236,2013,11,15,19,86.0,165.0,21.0,110.0,1300.0,0.2142,7.5,1006.5,-7.0,0.0,ENE,1.0
6237,2013,11,15,20,91.0,163.0,24.0,114.0,1400.0,0.8568,7.2,1006.8,-7.6,0.0,NW,1.3
6238,2013,11,15,21,90.0,163.0,26.0,106.0,1300.0,0.8568,6.6,1006.6,-7.4,0.0,NW,1.0
6239,2013,11,15,22,78.0,150.0,25.0,97.0,1000.0,2.5704,5.4,1006.5,-6.5,0.0,NW,0.1
6240,2013,11,15,23,75.0,147.0,29.0,86.0,1000.0,4.284,5.7,1006.2,-6.6,0.0,NNW,1.2
6241,2013,11,16,0,72.0,138.0,23.0,74.0,900.0,6.8544,6.2,1006.0,-6.8,0.0,NW,0.9
6242,2013,11,16,1,67.0,133.0,22.0,64.0,800.0,10.2816,6.8,1006.1,-6.9,0.0,N,0.0
6243,2013,11,16,2,70.0,130.0,21.0,61.0,800.0,9.8532,11.5,1006.1,-7.4,0.0,NW,3.1
6244,2013,11,16,3,79.0,192.0,32.0,50.0,600.0,22.0626,10.8,1006.6,-6.1,0.0,WNW,3.5
6245,2013,11,16,4,83.0,226.0,21.0,39.0,500.0,32.13,9.8,1006.7,-6.1,0.0,NW,4.4
6246,2013,11,16,5,69.0,213.0,11.0,17.0,300.0,51.8364,9.0,1007.7,-6.1,0.0,NW,3.1
6247,2013,11,16,6,58.0,170.0,15.0,14.0,300.0,52.0506,8.7,1008.9,-6.3,0.0,NW,1.7
6248,2013,11,16,7,36.0,103.0,4.0,4.0,200.0,60.4044,9.0,1009.6,-5.7,0.0,NW,4.9
6249,2013,11,16,8,11.0,31.0,2.0,3.0,200.0,61.9038,10.3,1009.9,-7.0,0.0,NW,3.4
6250,2013,11,16,9,8.0,22.0,1.0,3.0,200.0,62.9748,10.7,1010.1,-6.6,0.0,NW,4.5
6251,2013,11,16,10,3.0,16.0,1.0,3.0,200.0,63.6174,11.4,1010.4,-8.5,0.0,NNE,5.5
6252,2013,11,16,11,3.0,34.0,1.0,3.0,200.0,63.189,10.3,1010.5,-9.4,0.0,NNW,2.1
6253,2013,11,16,12,3.0,23.0,1.0,3.0,200.0,63.6174,11.7,1010.1,-9.9,0.0,NNW,4.5
6254,2013,11,16,13,3.0,20.0,1.0,3.0,200.0,65.1168,11.5,1010.4,-10.7,0.0,NNW,4.1
6255,2013,11,16,14,5.0,24.0,1.0,3.0,200.0,62.5464,11.2,1011.3,-11.0,0.0,NNW,3.7
6256,2013,11,16,15,3.0,33.0,1.0,3.0,200.0,60.4044,10.2,1012.6,-11.2,0.0,NNW,2.6
6257,2013,11,16,16,3.0,49.0,1.0,3.0,200.0,59.3334,8.0,1013.9,-10.9,0.0,N,1.4
6258,2013,11,16,17,5.0,38.0,1.0,3.0,200.0,56.3346,6.8,1014.9,-10.5,0.0,ENE,1.8
6259,2013,11,16,18,3.0,19.0,1.0,3.0,200.0,52.6932,5.8,1015.5,-10.9,0.0,NNE,1.9
6260,2013,11,16,19,4.0,10.0,1.0,3.0,200.0,52.9074,5.8,1015.6,-10.5,0.0,ENE,1.7
6261,2013,11,16,20,4.0,7.0,1.0,3.0,200.0,53.3358,5.9,1015.6,-10.8,0.0,N,2.6
6262,2013,11,16,21,8.0,9.0,1.0,14.0,300.0,40.698,5.3,1015.4,-10.9,0.0,NW,0.9
6263,2013,11,16,22,6.0,6.0,1.0,9.0,200.0,45.8388,3.4,1014.9,-9.3,0.0,SSW,0.9
6264,2013,11,16,23,3.0,10.0,3.0,21.0,400.0,33.8436,2.4,1014.9,-9.9,0.0,N,1.7
6265,2013,11,17,0,19.0,22.0,3.0,33.0,600.0,16.065,1.6,1014.5,-9.4,0.0,NE,1.1
6266,2013,11,17,1,15.0,23.0,2.0,16.0,400.0,28.2744,1.6,1014.3,-10.0,0.0,NNE,1.3
6267,2013,11,17,2,14.0,25.0,4.0,13.0,300.0,31.4874,0.6,1013.8,-10.0,0.0,NE,0.1
6268,2013,11,17,3,12.0,22.0,6.0,13.0,300.0,30.4164,0.4,1013.6,-9.4,0.0,NE,1.0
6269,2013,11,17,4,12.0,12.0,4.0,13.0,500.0,17.9928,-0.4,1013.7,-9.8,0.0,N,1.8
6270,2013,11,17,5,7.0,10.0,3.0,11.0,300.0,29.7738,-0.3,1013.9,-9.7,0.0,NE,0.8
6271,2013,11,17,6,6.0,9.0,5.0,10.0,200.0,32.9868,-0.3,1014.7,-9.7,0.0,NW,0.9
6272,2013,11,17,7,3.0,6.0,9.0,12.0,200.0,41.9832,1.6,1015.5,-10.9,0.0,WNW,2.2
6273,2013,11,17,8,3.0,12.0,8.0,7.0,200.0,48.6234,6.5,1015.9,-11.7,0.0,WNW,3.1
6274,2013,11,17,9,3.0,14.0,7.0,5.0,200.0,50.1228,7.6,1015.9,-12.8,0.0,NW,3.6
6275,2013,11,17,10,5.0,14.0,7.0,4.0,200.0,49.6944,8.5,1015.6,-13.2,0.0,NW,3.4
6276,2013,11,17,11,5.0,19.0,7.0,4.0,200.0,51.6222,8.8,1014.7,-13.0,0.0,WNW,6.0
6277,2013,11,17,12,6.0,17.0,6.0,3.0,200.0,53.3358,9.8,1014.3,-12.8,0.0,NNW,5.0
6278,2013,11,17,13,6.0,10.0,2.0,3.0,100.0,59.976,9.9,1014.1,-12.7,0.0,NW,5.2
6279,2013,11,17,14,5.0,11.0,1.0,3.0,100.0,61.047,9.9,1014.4,-14.8,0.0,NNW,3.0
6280,2013,11,17,15,3.0,15.0,1.0,3.0,200.0,61.047,8.9,1015.2,-13.5,0.0,NNW,3.4
6281,2013,11,17,16,5.0,17.0,1.0,3.0,200.0,59.976,7.3,1015.8,-14.2,0.0,N,4.5
6282,2013,11,17,17,4.0,19.0,1.0,3.0,100.0,59.1192,6.8,1016.7,-15.3,0.0,N,2.5
6283,2013,11,17,18,5.0,15.0,1.0,3.0,200.0,57.1914,6.5,1017.1,-14.9,0.0,NNW,2.8
6284,2013,11,17,19,3.0,13.0,2.0,3.0,200.0,56.763,5.6,1017.6,-14.0,0.0,NNW,1.3
6285,2013,11,17,20,3.0,10.0,2.0,3.0,200.0,55.692,4.9,1018.0,-13.0,0.0,E,1.0
6286,2013,11,17,21,3.0,13.0,2.0,3.0,200.0,54.8352,3.8,1018.0,-12.2,0.0,NE,1.8
6287,2013,11,17,22,6.0,9.0,2.0,3.0,200.0,51.6222,3.2,1017.8,-11.9,0.0,E,1.9
6288,2013,11,17,23,5.0,6.0,2.0,4.0,200.0,44.1252,3.7,1018.0,-11.9,0.0,N,1.1
6289,2013,11,18,0,6.0,13.0,2.0,10.0,300.0,34.4862,2.6,1017.8,-11.0,0.0,NE,1.5
6290,2013,11,18,1,8.0,15.0,4.0,17.0,300.0,28.917,3.0,1017.9,-10.6,0.0,NE,1.6
6291,2013,11,18,2,12.0,16.0,3.0,21.0,400.0,25.0614,2.6,1017.7,-10.7,0.0,ENE,0.7
6292,2013,11,18,3,8.0,9.0,3.0,13.0,200.0,32.13,2.5,1017.5,-11.4,0.0,NNE,1.4
6293,2013,11,18,4,4.0,6.0,2.0,6.0,200.0,40.4838,3.0,1017.8,-12.5,0.0,N,2.2
6294,2013,11,18,5,3.0,6.0,3.0,5.0,200.0,44.3394,3.2,1018.2,-14.0,0.0,NNW,2.5
6295,2013,11,18,6,3.0,6.0,1.0,5.0,200.0,51.6222,2.3,1018.6,-14.0,0.0,N,1.5
6296,2013,11,18,7,3.0,7.0,1.0,5.0,200.0,51.6222,3.0,1019.2,-13.3,0.0,N,1.5
6297,2013,11,18,8,6.0,12.0,6.0,7.0,200.0,43.911,4.8,1019.4,-13.6,0.0,N,2.8
6298,2013,11,18,9,5.0,7.0,2.0,7.0,200.0,50.9796,5.8,1019.2,-13.8,0.0,N,3.2
6299,2013,11,18,10,3.0,9.0,2.0,7.0,200.0,52.9074,6.5,1018.6,-13.2,0.0,NNW,3.2
6300,2013,11,18,11,5.0,6.0,1.0,7.0,200.0,53.55,7.6,1017.5,-13.4,0.0,WNW,4.0
6301,2013,11,18,12,3.0,6.0,1.0,7.0,200.0,54.8352,8.2,1016.8,-13.5,0.0,N,4.3
6302,2013,11,18,13,3.0,6.0,1.0,7.0,200.0,56.3346,8.6,1016.1,-13.8,0.0,N,2.6
6303,2013,11,18,14,3.0,6.0,1.0,7.0,200.0,58.6908,8.6,1016.1,-14.4,0.0,N,2.0
6304,2013,11,18,15,3.0,8.0,1.0,7.0,200.0,60.1902,7.8,1016.1,-14.4,0.0,N,2.8
6305,2013,11,18,16,7.0,10.0,1.0,7.0,200.0,61.047,6.1,1016.2,-14.6,0.0,N,3.1
6306,2013,11,18,17,5.0,11.0,2.0,7.0,200.0,60.1902,5.4,1016.8,-14.7,0.0,N,2.5
6307,2013,11,18,18,7.0,11.0,2.0,7.0,200.0,58.6908,4.7,1017.4,-14.2,0.0,N,2.0
6308,2013,11,18,19,9.0,11.0,2.0,7.0,200.0,58.6908,4.3,1017.7,-14.0,0.0,NNW,2.4
6309,2013,11,18,20,4.0,14.0,2.0,7.0,200.0,57.4056,3.8,1018.4,-14.0,0.0,N,3.0
6310,2013,11,18,21,5.0,13.0,2.0,7.0,200.0,55.4778,3.3,1018.6,-14.0,0.0,N,3.0
6311,2013,11,18,22,3.0,11.0,2.0,7.0,200.0,55.692,3.1,1018.7,-14.6,0.0,NNW,2.3
6312,2013,11,18,23,4.0,11.0,1.0,7.0,200.0,54.1926,1.5,1018.9,-13.8,0.0,W,0.7
6313,2013,11,19,0,4.0,8.0,1.0,2.0,200.0,50.337,0.9,1018.7,-14.0,0.0,NE,0.8
6314,2013,11,19,1,3.0,6.0,1.0,2.0,200.0,48.6234,0.8,1018.3,-14.4,0.0,NE,1.3
6315,2013,11,19,2,4.0,6.0,1.0,9.0,200.0,42.84,0.9,1018.0,-14.4,0.0,NNE,3.1
6316,2013,11,19,3,4.0,6.0,3.0,11.0,200.0,41.5548,0.4,1017.6,-13.7,0.0,NNE,2.9
6317,2013,11,19,4,7.0,12.0,23.0,19.0,300.0,33.4152,0.2,1017.5,-13.5,0.0,N,2.1
6318,2013,11,19,5,11.0,13.0,34.0,26.0,400.0,26.9892,0.0,1017.3,-14.0,0.0,NNE,0.8
6319,2013,11,19,6,11.0,14.0,43.0,33.0,500.0,20.349,0.9,1017.4,-14.0,0.0,NNE,1.3
6320,2013,11,19,7,15.0,17.0,43.0,31.0,600.0,18.207,1.6,1017.6,-13.7,0.0,N,2.1
6321,2013,11,19,8,14.0,19.0,31.0,25.0,500.0,23.1336,3.4,1017.8,-13.9,0.0,N,0.5
6322,2013,11,19,9,8.0,11.0,22.0,13.0,300.0,38.1276,4.8,1017.5,-12.7,0.0,SSW,1.6
6323,2013,11,19,10,7.0,8.0,32.0,14.0,400.0,38.9844,4.9,1016.7,-12.6,0.0,SSW,1.5
6324,2013,11,19,11,10.0,14.0,36.0,16.0,400.0,38.3418,6.4,1015.4,-12.7,0.0,S,1.5
6325,2013,11,19,12,21.0,27.0,40.0,29.0,600.0,31.7016,7.7,1014.1,-12.7,0.0,S,2.3
6326,2013,11,19,13,25.0,30.0,38.0,30.0,600.0,33.6294,8.1,1013.3,-12.4,0.0,SSW,1.6
6327,2013,11,19,14,25.0,40.0,37.0,33.0,600.0,34.4862,8.2,1012.9,-12.3,0.0,SSW,0.7
6328,2013,11,19,15,36.0,56.0,38.0,46.0,600.0,28.4886,7.8,1012.8,-12.1,0.0,E,1.6
6329,2013,11,19,16,41.0,62.0,32.0,49.0,600.0,28.4886,6.3,1013.2,-13.4,0.0,ESE,3.0
6330,2013,11,19,17,45.0,69.0,25.0,52.0,600.0,23.7762,5.5,1013.7,-12.5,0.0,ESE,0.6
6331,2013,11,19,18,41.0,60.0,19.0,54.0,700.0,13.923,3.0,1014.0,-11.4,0.0,ENE,0.5
6332,2013,11,19,19,47.0,52.0,20.0,58.0,800.0,8.568,2.1,1014.3,-11.8,0.0,N,1.4
6333,2013,11,19,20,54.0,70.0,24.0,64.0,1200.0,4.0698,1.0,1014.6,-11.8,0.0,N,1.0
6334,2013,11,19,21,49.0,64.0,22.0,60.0,900.0,4.284,0.3,1014.7,-11.4,0.0,NNW,1.5
6335,2013,11,19,22,49.0,57.0,21.0,61.0,800.0,2.7846,0.2,1014.4,-11.2,0.0,NNW,1.3
6336,2013,11,19,23,46.0,52.0,20.0,62.0,800.0,1.9278,0.3,1014.4,-11.1,0.0,NNW,1.1
6337,2013,11,20,0,44.0,56.0,19.0,62.0,800.0,0.4284,-0.3,1014.2,-11.1,0.0,NNW,0.7
6338,2013,11,20,1,42.0,45.0,20.0,61.0,700.0,1.9278,-0.8,1014.5,-10.7,0.0,N,0.1
6339,2013,11,20,2,41.0,49.0,17.0,53.0,800.0,5.5692,-1.6,1014.5,-10.4,0.0,N,0.1
6340,2013,11,20,3,35.0,41.0,18.0,40.0,600.0,12.2094,-1.8,1014.3,-9.7,0.0,NE,1.1
6341,2013,11,20,4,28.0,36.0,12.0,40.0,700.0,5.9976,-2.0,1014.2,-9.8,0.0,NNW,1.4
6342,2013,11,20,5,25.0,26.0,12.0,48.0,900.0,6.6402,-1.9,1014.2,-9.5,0.0,N,1.0
6343,2013,11,20,6,17.0,24.0,8.0,34.0,400.0,15.6366,-1.6,1014.6,-9.5,0.0,NNW,1.1
6344,2013,11,20,7,18.0,20.0,13.0,25.0,400.0,23.7762,-1.9,1015.2,-8.4,0.0,SSW,0.7
6345,2013,11,20,8,25.0,41.0,22.0,35.0,600.0,16.7076,3.4,1015.5,-6.9,0.0,S,0.5
6346,2013,11,20,9,49.0,70.0,24.0,47.0,900.0,19.9206,7.7,1015.4,-8.8,0.0,NE,0.5
6347,2013,11,20,10,83.0,94.0,29.0,43.0,1000.0,27.4176,8.6,1015.1,-6.8,0.0,S,1.8
6348,2013,11,20,11,29.0,720.0,36.0,27.0,500.0,38.556,9.6,1014.1,-8.1,0.0,ESE,1.5
6349,2013,11,20,12,29.0,720.0,45.0,28.0,500.0,40.0554,10.9,1013.3,-7.9,0.0,SE,1.2
6350,2013,11,20,13,68.0,102.0,41.0,70.0,1100.0,27.6318,10.6,1013.1,-8.7,0.0,SSE,1.6
6351,2013,11,20,14,57.0,78.0,28.0,54.0,800.0,34.7004,11.2,1013.0,-8.1,0.0,SSW,2.2
6352,2013,11,20,15,40.0,62.0,19.0,41.0,600.0,42.4116,10.2,1013.2,-8.5,0.0,SSE,1.6
6353,2013,11,20,16,38.0,67.0,18.0,47.0,500.0,37.0566,8.6,1013.4,-8.0,0.0,E,0.4
6354,2013,11,20,17,43.0,75.0,22.0,62.0,700.0,26.1324,5.6,1013.9,-7.6,0.0,NNE,1.2
6355,2013,11,20,18,55.0,78.0,19.0,74.0,800.0,9.639,4.9,1014.6,-7.6,0.0,N,0.0
6356,2013,11,20,19,51.0,75.0,17.0,70.0,800.0,8.1396,3.8,1015.1,-7.7,0.0,N,0.2
6357,2013,11,20,20,52.0,75.0,18.0,74.0,800.0,4.7124,3.7,1015.7,-8.0,0.0,NNW,1.0
6358,2013,11,20,21,54.0,68.0,18.0,68.0,800.0,6.2118,2.5,1016.3,-7.7,0.0,NNW,1.0
6359,2013,11,20,22,57.0,69.0,18.0,65.0,800.0,7.497,1.7,1016.5,-7.4,0.0,NNW,0.0
6360,2013,11,20,23,51.0,65.0,16.0,59.0,800.0,6.8544,2.1,1016.9,-7.0,0.0,NNW,1.4
6361,2013,11,21,0,47.0,64.0,16.0,58.0,800.0,6.426,0.8,1017.0,-7.5,0.0,N,1.9
6362,2013,11,21,1,46.0,59.0,15.0,59.0,700.0,4.9266,0.9,1016.9,-7.6,0.0,NNW,1.2
6363,2013,11,21,2,43.0,53.0,14.0,57.0,700.0,4.284,1.0,1017.0,-7.8,0.0,N,2.1
6364,2013,11,21,3,40.0,49.0,12.0,50.0,700.0,7.7112,0.2,1016.9,-7.6,0.0,N,1.6
6365,2013,11,21,4,35.0,44.0,12.0,48.0,600.0,8.7822,-0.5,1016.9,-7.3,0.0,NNE,0.6
6366,2013,11,21,5,35.0,39.0,11.0,45.0,500.0,9.8532,-0.7,1017.0,-7.3,0.0,NW,1.1
6367,2013,11,21,6,23.0,33.0,7.0,25.0,500.0,24.2046,-1.2,1017.4,-7.4,0.0,NW,0.9
6368,2013,11,21,7,20.0,34.0,11.0,25.0,400.0,26.5608,-0.2,1018.3,-7.0,0.0,NNE,1.2
6369,2013,11,21,8,23.0,41.0,19.0,24.0,500.0,28.917,3.3,1018.5,-5.4,0.0,SW,1.2
6370,2013,11,21,9,45.0,71.0,38.0,42.0,900.0,18.6354,5.9,1018.3,-7.0,0.0,WSW,0.7
6371,2013,11,21,10,50.0,70.0,91.0,43.0,900.0,20.9916,8.9,1017.8,-6.9,0.0,SSE,1.1
6372,2013,11,21,11,32.0,53.0,86.0,33.0,700.0,31.7016,10.9,1016.8,-6.9,0.0,SSE,1.0
6373,2013,11,21,12,31.0,55.0,73.0,29.0,600.0,36.6282,12.1,1015.8,-7.4,0.0,SW,1.3
6374,2013,11,21,13,35.0,61.0,48.0,23.0,500.0,44.3394,12.6,1015.2,-6.9,0.0,S,2.0
6375,2013,11,21,14,29.0,52.0,34.0,17.0,400.0,52.479,12.4,1014.9,-7.1,0.0,S,2.3
6376,2013,11,21,15,34.0,58.0,28.0,23.0,500.0,51.1938,11.6,1015.2,-7.8,0.0,SSW,1.6
6377,2013,11,21,16,49.0,101.0,40.0,55.0,800.0,29.7738,9.7,1015.4,-6.6,0.0,SSE,0.8
6378,2013,11,21,17,73.0,117.0,39.0,75.0,1100.0,13.4946,7.9,1016.0,-6.6,0.0,S,0.0
6379,2013,11,21,18,57.0,103.0,29.0,78.0,900.0,4.284,5.6,1016.5,-6.3,0.0,ENE,0.9
6380,2013,11,21,19,67.0,103.0,27.0,84.0,1300.0,1.071,4.9,1016.8,-6.7,0.0,ENE,0.6
6381,2013,11,21,20,70.0,107.0,27.0,83.0,1300.0,0.4284,3.9,1017.2,-7.3,0.0,N,1.6
6382,2013,11,21,21,67.0,110.0,35.0,89.0,1400.0,0.6426,2.6,1017.7,-7.3,0.0,NNW,0.7
6383,2013,11,21,22,69.0,109.0,33.0,84.0,1600.0,1.071,2.0,1017.9,-7.1,0.0,NNW,1.4
6384,2013,11,21,23,59.0,88.0,29.0,87.0,1100.0,1.071,1.5,1017.9,-7.1,0.0,NNW,0.0
6385,2013,11,22,0,49.0,77.0,35.0,74.0,900.0,1.2852,0.6,1017.9,-7.0,0.0,N,1.3
6386,2013,11,22,1,43.0,72.0,32.0,65.0,800.0,2.5704,0.1,1018.0,-6.5,0.0,N,0.5
6387,2013,11,22,2,42.0,79.0,23.0,49.0,800.0,8.7822,-0.7,1017.9,-6.7,0.0,NW,0.5
6388,2013,11,22,3,37.0,75.0,19.0,48.0,600.0,7.497,-0.8,1017.6,-6.8,0.0,N,1.0
6389,2013,11,22,4,34.0,74.0,24.0,45.0,600.0,12.852,-1.4,1017.4,-6.7,0.0,NNE,0.4
6390,2013,11,22,5,34.0,64.0,22.0,44.0,800.0,9.8532,-1.6,1017.3,-6.7,0.0,NNE,0.0
6391,2013,11,22,6,38.0,68.0,29.0,46.0,900.0,7.0686,-1.9,1017.4,-6.6,0.0,N,0.9
6392,2013,11,22,7,43.0,65.0,51.0,54.0,1100.0,3.4272,-1.1,1017.6,-5.9,0.0,NNW,0.0
6393,2013,11,22,8,50.0,74.0,65.0,57.0,1300.0,5.1408,3.7,1017.5,-5.5,0.0,WSW,0.6
6394,2013,11,22,9,47.0,74.0,104.0,49.0,900.0,19.0638,6.6,1017.0,-6.1,0.0,S,0.6
6395,2013,11,22,10,41.0,64.0,91.0,49.0,700.0,25.4898,8.8,1016.2,-5.1,0.0,SSE,1.3
6396,2013,11,22,11,45.0,69.0,91.0,49.0,700.0,26.9892,10.6,1015.2,-5.0,0.0,SSE,1.2
6397,2013,11,22,12,51.0,75.0,98.0,46.0,1000.0,25.2756,12.1,1014.0,-5.9,0.0,SSE,0.7
6398,2013,11,22,13,141.0,211.0,102.0,134.0,2600.0,9.4248,12.4,1013.2,-6.6,0.0,SE,1.1
6399,2013,11,22,14,137.0,179.0,98.0,119.0,2000.0,11.781,12.4,1012.6,-6.6,0.0,ESE,1.6
6400,2013,11,22,15,105.0,142.0,70.0,104.0,1500.0,11.781,11.6,1012.3,-6.8,0.0,ESE,1.0
6401,2013,11,22,16,99.0,138.0,72.0,106.0,1400.0,21.0,8.7,1012.4,-6.3,0.0,ESE,0.1
6402,2013,11,22,17,104.0,128.0,67.0,117.0,1600.0,10.0,5.8,1012.8,-5.8,0.0,N,0.0
6403,2013,11,22,18,117.0,163.0,54.0,120.0,2000.0,6.0,5.6,1013.0,-6.0,0.0,N,0.7
6404,2013,11,22,19,134.0,171.0,53.0,121.0,2200.0,6.0,5.1,1013.2,-6.5,0.0,N,1.5
6405,2013,11,22,20,138.0,154.0,60.0,125.0,2600.0,7.0,4.8,1013.3,-6.2,0.0,N,0.0
6406,2013,11,22,21,120.0,131.0,55.0,122.0,2200.0,4.0,3.7,1013.3,-6.0,0.0,NNW,1.4
6407,2013,11,22,22,110.0,126.0,45.0,119.0,1900.0,3.0,3.1,1013.3,-6.3,0.0,N,1.7
6408,2013,11,22,23,103.0,119.0,43.0,119.0,1900.0,3.0,2.3,1013.1,-6.1,0.0,N,0.2
6409,2013,11,23,0,111.0,115.0,42.0,120.0,2100.0,4.0,2.6,1012.7,-6.5,0.0,NNW,1.0
6410,2013,11,23,1,100.0,109.0,43.0,115.0,1700.0,3.0,1.1,1012.7,-5.8,0.0,NNW,0.2
6411,2013,11,23,2,102.0,111.0,35.0,110.0,1700.0,3.0,0.3,1012.5,-5.7,0.0,NE,0.4
6412,2013,11,23,3,98.0,111.0,31.0,103.0,1500.0,3.0,0.4,1012.1,-5.8,0.0,NE,0.0
6413,2013,11,23,4,90.0,99.0,35.0,103.0,1400.0,1.0,0.0,1012.2,-6.0,0.0,WNW,0.5
6414,2013,11,23,5,82.0,100.0,36.0,87.0,1300.0,1.0,-0.2,1012.2,-5.4,0.0,E,0.4
6415,2013,11,23,6,86.0,107.0,48.0,90.0,1400.0,1.0,1.9,1012.1,-4.6,0.0,SSW,1.9
6416,2013,11,23,7,81.0,105.0,103.0,82.0,1300.0,1.0,0.9,1013.0,-4.5,0.0,SW,1.3
6417,2013,11,23,8,78.0,115.0,101.0,76.0,1400.0,3.0,5.6,1012.7,-4.8,0.0,NNW,1.1
